facility_id,facility_name,city,facility_type,total_beds
F00490,Healthcare Facility 490,Jaipur,Clinic,241
F00491,Healthcare Facility 491,Gwalior,Specialty Center,445
F00492,Healthcare Facility 492,Morena,Diagnostic Center,266
F00493,Healthcare Facility 493,Bhopal,Specialty Center,155
F00494,Healthcare Facility 494,Jaipur,Specialty Center,305
F00495,Healthcare Facility 495,Agra,Specialty Center,250
F00496,Healthcare Facility 496,Gwalior,Diagnostic Center,339
F00497,Healthcare Facility 497,Morena,Specialty Center,28
F00498,Healthcare Facility 498,Morena,Clinic,244
F00499,Healthcare Facility 499,Morena,Specialty Center,332
F00500,Healthcare Facility 500,Indore,Clinic,126
F00501,Healthcare Facility 501,Bhopal,Specialty Center,206
F00502,Healthcare Facility 502,Jhansi,Specialty Center,240
F00503,Healthcare Facility 503,Delhi,Specialty Center,114
F00504,Healthcare Facility 504,Agra,Hospital,214
F00505,Healthcare Facility 505,Bhopal,Hospital,261
F00506,Healthcare Facility 506,Bhopal,Diagnostic Center,249
F00507,Healthcare Facility 507,Jhansi,Clinic,350
F00508,Healthcare Facility 508,Jhansi,Diagnostic Center,24
F00509,Healthcare Facility 509,Jaipur,Clinic,370
F00510,Healthcare Facility 510,Indore,Diagnostic Center,487
F00511,Healthcare Facility 511,Gwalior,Diagnostic Center,23
F00512,Healthcare Facility 512,Agra,Specialty Center,283
F00513,Healthcare Facility 513,Morena,Specialty Center,445
F00514,Healthcare Facility 514,Bhopal,Specialty Center,272
F00515,Healthcare Facility 515,Agra,Specialty Center,182
F00516,Healthcare Facility 516,Gwalior,Specialty Center,160
F00517,Healthcare Facility 517,Delhi,Diagnostic Center,408
F00518,Healthcare Facility 518,Agra,Clinic,315
F00519,Healthcare Facility 519,Indore,Hospital,38
F00520,Healthcare Facility 520,Indore,Hospital,101
F00521,Healthcare Facility 521,Morena,Clinic,400
F00522,Healthcare Facility 522,Indore,Hospital,23
F00523,Healthcare Facility 523,Bhopal,Diagnostic Center,147
F00524,Healthcare Facility 524,Delhi,Clinic,206
F00525,Healthcare Facility 525,Jhansi,Clinic,165
F00526,Healthcare Facility 526,Gwalior,Hospital,171
F00527,Healthcare Facility 527,Morena,Hospital,382
F00528,Healthcare Facility 528,Jhansi,Diagnostic Center,112
F00529,Healthcare Facility 529,Delhi,Specialty Center,50
F00530,Healthcare Facility 530,Jaipur,Clinic,333
F00531,Healthcare Facility 531,Jaipur,Specialty Center,47
F00532,Healthcare Facility 532,Gwalior,Hospital,156
F00533,Healthcare Facility 533,Morena,Clinic,448
F00534,Healthcare Facility 534,Indore,Specialty Center,109
F00535,Healthcare Facility 535,Bhopal,Diagnostic Center,68
F00536,Healthcare Facility 536,Gwalior,Diagnostic Center,386
F00537,Healthcare Facility 537,Indore,Diagnostic Center,277
F00538,Healthcare Facility 538,Delhi,Clinic,25
F00539,Healthcare Facility 539,Morena,Clinic,48
F00540,Healthcare Facility 540,Jaipur,Clinic,429
F00541,Healthcare Facility 541,Jaipur,Clinic,175
F00542,Healthcare Facility 542,Agra,Clinic,282
F00543,Healthcare Facility 543,Morena,Specialty Center,53
F00544,Healthcare Facility 544,Delhi,Specialty Center,459
F00545,Healthcare Facility 545,Delhi,Diagnostic Center,256
F00546,Healthcare Facility 546,Agra,Specialty Center,157
F00547,Healthcare Facility 547,Indore,Specialty Center,387
F00548,Healthcare Facility 548,Delhi,Diagnostic Center,76
F00549,Healthcare Facility 549,Indore,Diagnostic Center,194
F00550,Healthcare Facility 550,Indore,Hospital,233
F00551,Healthcare Facility 551,Morena,Diagnostic Center,46
F00552,Healthcare Facility 552,Indore,Specialty Center,314
F00553,Healthcare Facility 553,Jaipur,Clinic,425
F00554,Healthcare Facility 554,Gwalior,Diagnostic Center,138
F00555,Healthcare Facility 555,Jaipur,Hospital,166
F00556,Healthcare Facility 556,Indore,Specialty Center,375
F00557,Healthcare Facility 557,Jhansi,Hospital,284
F00558,Healthcare Facility 558,Jaipur,Hospital,422
F00559,Healthcare Facility 559,Morena,Specialty Center,277
F00560,Healthcare Facility 560,Indore,Hospital,367
F00561,Healthcare Facility 561,Jhansi,Specialty Center,208
F00562,Healthcare Facility 562,Delhi,Hospital,334
F00563,Healthcare Facility 563,Agra,Clinic,250
F00564,Healthcare Facility 564,Agra,Diagnostic Center,489
F00565,Healthcare Facility 565,Bhopal,Clinic,217
F00566,Healthcare Facility 566,Agra,Clinic,258
F00567,Healthcare Facility 567,Agra,Hospital,346
F00568,Healthcare Facility 568,Delhi,Diagnostic Center,89
F00569,Healthcare Facility 569,Gwalior,Diagnostic Center,436
F00570,Healthcare Facility 570,Gwalior,Diagnostic Center,271
F00571,Healthcare Facility 571,Delhi,Hospital,481
F00572,Healthcare Facility 572,Agra,Clinic,212
F00573,Healthcare Facility 573,Morena,Specialty Center,44
F00574,Healthcare Facility 574,Jaipur,Specialty Center,89
F00575,Healthcare Facility 575,Indore,Specialty Center,175
F00576,Healthcare Facility 576,Jaipur,Diagnostic Center,165
F00577,Healthcare Facility 577,Jhansi,Specialty Center,338
F00578,Healthcare Facility 578,Gwalior,Clinic,238
F00579,Healthcare Facility 579,Jhansi,Specialty Center,68
F00580,Healthcare Facility 580,Delhi,Diagnostic Center,398
F00581,Healthcare Facility 581,Jhansi,Diagnostic Center,399
F00582,Healthcare Facility 582,Morena,Specialty Center,213
F00583,Healthcare Facility 583,Agra,Diagnostic Center,59
F00584,Healthcare Facility 584,Delhi,Specialty Center,104
F00585,Healthcare Facility 585,Jhansi,Diagnostic Center,362
F00586,Healthcare Facility 586,Gwalior,Hospital,469
F00587,Healthcare Facility 587,Indore,Hospital,355
F00588,Healthcare Facility 588,Morena,Clinic,23
F00589,Healthcare Facility 589,Morena,Hospital,309
F00590,Healthcare Facility 590,Gwalior,Specialty Center,266
F00591,Healthcare Facility 591,Morena,Diagnostic Center,24
F00592,Healthcare Facility 592,Jaipur,Clinic,245
F00593,Healthcare Facility 593,Indore,Specialty Center,169
F00594,Healthcare Facility 594,Gwalior,Specialty Center,257
F00595,Healthcare Facility 595,Jaipur,Clinic,167
F00596,Healthcare Facility 596,Delhi,Clinic,122
F00597,Healthcare Facility 597,Bhopal,Specialty Center,194
F00598,Healthcare Facility 598,Indore,Diagnostic Center,480
F00599,Healthcare Facility 599,Agra,Specialty Center,255
F00600,Healthcare Facility 600,Delhi,Diagnostic Center,53
F00601,Healthcare Facility 601,Jaipur,Clinic,191
F00602,Healthcare Facility 602,Agra,Specialty Center,25
F00603,Healthcare Facility 603,Agra,Hospital,459
F00604,Healthcare Facility 604,Jaipur,Specialty Center,304
F00605,Healthcare Facility 605,Jaipur,Diagnostic Center,244
F00606,Healthcare Facility 606,Indore,Specialty Center,72
F00607,Healthcare Facility 607,Gwalior,Diagnostic Center,276
F00608,Healthcare Facility 608,Bhopal,Hospital,78
F00609,Healthcare Facility 609,Indore,Clinic,451
F00610,Healthcare Facility 610,Jaipur,Hospital,265
F00611,Healthcare Facility 611,Agra,Diagnostic Center,26
F00612,Healthcare Facility 612,Agra,Clinic,233
F00613,Healthcare Facility 613,Delhi,Clinic,435
F00614,Healthcare Facility 614,Bhopal,Specialty Center,97
F00615,Healthcare Facility 615,Bhopal,Hospital,208
F00616,Healthcare Facility 616,Jhansi,Diagnostic Center,460
F00617,Healthcare Facility 617,Jhansi,Diagnostic Center,326
F00618,Healthcare Facility 618,Agra,Clinic,235
F00619,Healthcare Facility 619,Bhopal,Specialty Center,422
F00620,Healthcare Facility 620,Delhi,Diagnostic Center,302
F00621,Healthcare Facility 621,Gwalior,Specialty Center,338
F00622,Healthcare Facility 622,Agra,Clinic,463
F00623,Healthcare Facility 623,Morena,Clinic,80
F00624,Healthcare Facility 624,Agra,Clinic,80
F00625,Healthcare Facility 625,Agra,Specialty Center,234
F00626,Healthcare Facility 626,Gwalior,Diagnostic Center,401
F00627,Healthcare Facility 627,Jaipur,Hospital,64
F00628,Healthcare Facility 628,Jhansi,Specialty Center,424
F00629,Healthcare Facility 629,Jaipur,Clinic,191
F00630,Healthcare Facility 630,Morena,Hospital,240
F00631,Healthcare Facility 631,Jhansi,Hospital,404
F00632,Healthcare Facility 632,Morena,Hospital,114
F00633,Healthcare Facility 633,Morena,Hospital,366
F00634,Healthcare Facility 634,Jhansi,Hospital,63
F00635,Healthcare Facility 635,Jaipur,Clinic,247
F00636,Healthcare Facility 636,Indore,Diagnostic Center,81
F00637,Healthcare Facility 637,Gwalior,Hospital,336
F00638,Healthcare Facility 638,Bhopal,Diagnostic Center,238
F00639,Healthcare Facility 639,Morena,Diagnostic Center,354
F00640,Healthcare Facility 640,Jhansi,Specialty Center,108
F00641,Healthcare Facility 641,Bhopal,Clinic,131
F00642,Healthcare Facility 642,Delhi,Hospital,226
F00643,Healthcare Facility 643,Jhansi,Diagnostic Center,486
F00644,Healthcare Facility 644,Gwalior,Specialty Center,386
F00645,Healthcare Facility 645,Bhopal,Diagnostic Center,325
F00646,Healthcare Facility 646,Jaipur,Hospital,222
F00647,Healthcare Facility 647,Indore,Clinic,316
F00648,Healthcare Facility 648,Jaipur,Clinic,52
F00649,Healthcare Facility 649,Morena,Hospital,234
F00650,Healthcare Facility 650,Indore,Diagnostic Center,31
F00651,Healthcare Facility 651,Morena,Specialty Center,21
F00652,Healthcare Facility 652,Indore,Clinic,382
F00653,Healthcare Facility 653,Bhopal,Clinic,168
F00654,Healthcare Facility 654,Jaipur,Diagnostic Center,161
F00655,Healthcare Facility 655,Bhopal,Diagnostic Center,309
F00656,Healthcare Facility 656,Delhi,Diagnostic Center,226
F00657,Healthcare Facility 657,Jhansi,Specialty Center,360
F00658,Healthcare Facility 658,Gwalior,Diagnostic Center,211
F00659,Healthcare Facility 659,Jaipur,Specialty Center,426
F00660,Healthcare Facility 660,Agra,Hospital,360
F00661,Healthcare Facility 661,Jaipur,Specialty Center,325
F00662,Healthcare Facility 662,Delhi,Diagnostic Center,417
F00663,Healthcare Facility 663,Jaipur,Specialty Center,488
F00664,Healthcare Facility 664,Delhi,Specialty Center,271
F00665,Healthcare Facility 665,Jaipur,Specialty Center,223
F00666,Healthcare Facility 666,Delhi,Clinic,381
F00667,Healthcare Facility 667,Indore,Diagnostic Center,65
F00668,Healthcare Facility 668,Morena,Specialty Center,393
F00669,Healthcare Facility 669,Bhopal,Diagnostic Center,280
F00670,Healthcare Facility 670,Jhansi,Hospital,85
F00671,Healthcare Facility 671,Jaipur,Specialty Center,169
F00672,Healthcare Facility 672,Gwalior,Specialty Center,89
F00673,Healthcare Facility 673,Morena,Hospital,383
F00674,Healthcare Facility 674,Delhi,Diagnostic Center,21
F00675,Healthcare Facility 675,Gwalior,Hospital,48
F00676,Healthcare Facility 676,Morena,Hospital,275
F00677,Healthcare Facility 677,Jhansi,Hospital,80
F00678,Healthcare Facility 678,Agra,Hospital,119
F00679,Healthcare Facility 679,Jaipur,Diagnostic Center,403
F00680,Healthcare Facility 680,Jaipur,Specialty Center,474
F00681,Healthcare Facility 681,Delhi,Hospital,163
F00682,Healthcare Facility 682,Morena,Hospital,211
F00683,Healthcare Facility 683,Jhansi,Clinic,372
F00684,Healthcare Facility 684,Morena,Diagnostic Center,372
F00685,Healthcare Facility 685,Delhi,Hospital,289
F00686,Healthcare Facility 686,Agra,Clinic,318
F00687,Healthcare Facility 687,Jaipur,Hospital,479
F00688,Healthcare Facility 688,Bhopal,Diagnostic Center,446
F00689,Healthcare Facility 689,Agra,Clinic,345
F00690,Healthcare Facility 690,Delhi,Clinic,330
F00691,Healthcare Facility 691,Bhopal,Diagnostic Center,223
F00692,Healthcare Facility 692,Morena,Clinic,264
F00693,Healthcare Facility 693,Indore,Clinic,50
F00694,Healthcare Facility 694,Jhansi,Hospital,351
F00695,Healthcare Facility 695,Indore,Clinic,477
F00696,Healthcare Facility 696,Jhansi,Specialty Center,443
F00697,Healthcare Facility 697,Agra,Diagnostic Center,430
F00698,Healthcare Facility 698,Indore,Hospital,71
F00699,Healthcare Facility 699,Agra,Clinic,403
F00700,Healthcare Facility 700,Indore,Specialty Center,262
F00701,Healthcare Facility 701,Jhansi,Hospital,282
F00702,Healthcare Facility 702,Jaipur,Diagnostic Center,193
F00703,Healthcare Facility 703,Indore,Clinic,119
F00704,Healthcare Facility 704,Jhansi,Diagnostic Center,436
F00705,Healthcare Facility 705,Jaipur,Diagnostic Center,494
F00706,Healthcare Facility 706,Bhopal,Clinic,411
F00707,Healthcare Facility 707,Morena,Clinic,408
F00708,Healthcare Facility 708,Agra,Hospital,80
F00709,Healthcare Facility 709,Bhopal,Diagnostic Center,475
F00710,Healthcare Facility 710,Agra,Clinic,379
F00711,Healthcare Facility 711,Indore,Diagnostic Center,207
F00712,Healthcare Facility 712,Jaipur,Clinic,488
F00713,Healthcare Facility 713,Morena,Diagnostic Center,427
F00714,Healthcare Facility 714,Indore,Hospital,26
F00715,Healthcare Facility 715,Morena,Diagnostic Center,208
F00716,Healthcare Facility 716,Gwalior,Clinic,102
F00717,Healthcare Facility 717,Bhopal,Specialty Center,370
F00718,Healthcare Facility 718,Jaipur,Hospital,439
F00719,Healthcare Facility 719,Jaipur,Hospital,302
F00720,Healthcare Facility 720,Jaipur,Specialty Center,143
F00721,Healthcare Facility 721,Indore,Clinic,176
F00722,Healthcare Facility 722,Delhi,Hospital,106
F00723,Healthcare Facility 723,Agra,Specialty Center,167
F00724,Healthcare Facility 724,Morena,Specialty Center,89
F00725,Healthcare Facility 725,Agra,Diagnostic Center,479
F00726,Healthcare Facility 726,Agra,Diagnostic Center,389
F00727,Healthcare Facility 727,Delhi,Clinic,95
F00728,Healthcare Facility 728,Morena,Specialty Center,133
F00729,Healthcare Facility 729,Gwalior,Diagnostic Center,22
F00730,Healthcare Facility 730,Jaipur,Clinic,253
F00731,Healthcare Facility 731,Bhopal,Hospital,186
F00732,Healthcare Facility 732,Agra,Diagnostic Center,118
F00733,Healthcare Facility 733,Delhi,Clinic,143
F00734,Healthcare Facility 734,Delhi,Diagnostic Center,486
F00735,Healthcare Facility 735,Bhopal,Hospital,64
F00736,Healthcare Facility 736,Bhopal,Hospital,401
F00737,Healthcare Facility 737,Indore,Diagnostic Center,343
F00738,Healthcare Facility 738,Jhansi,Hospital,306
F00739,Healthcare Facility 739,Morena,Clinic,125
F00740,Healthcare Facility 740,Agra,Diagnostic Center,313
F00741,Healthcare Facility 741,Agra,Diagnostic Center,153
F00742,Healthcare Facility 742,Bhopal,Hospital,27
F00743,Healthcare Facility 743,Jhansi,Clinic,47
F00744,Healthcare Facility 744,Jaipur,Diagnostic Center,290
F00745,Healthcare Facility 745,Indore,Diagnostic Center,242
F00746,Healthcare Facility 746,Gwalior,Hospital,27
F00747,Healthcare Facility 747,Agra,Hospital,329
F00748,Healthcare Facility 748,Delhi,Clinic,153
F00749,Healthcare Facility 749,Jaipur,Clinic,48
F00750,Healthcare Facility 750,Bhopal,Hospital,134
F00751,Healthcare Facility 751,Agra,Clinic,53
F00752,Healthcare Facility 752,Morena,Specialty Center,26
F00753,Healthcare Facility 753,Bhopal,Specialty Center,59
F00754,Healthcare Facility 754,Delhi,Hospital,349
F00755,Healthcare Facility 755,Morena,Diagnostic Center,416
F00756,Healthcare Facility 756,Indore,Hospital,81
F00757,Healthcare Facility 757,Bhopal,Hospital,105
F00758,Healthcare Facility 758,Bhopal,Hospital,232
F00759,Healthcare Facility 759,Agra,Diagnostic Center,135
F00760,Healthcare Facility 760,Morena,Specialty Center,84
F00761,Healthcare Facility 761,Jhansi,Clinic,316
F00762,Healthcare Facility 762,Indore,Specialty Center,398
F00763,Healthcare Facility 763,Jhansi,Clinic,189
F00764,Healthcare Facility 764,Bhopal,Clinic,135
F00765,Healthcare Facility 765,Jaipur,Hospital,341
F00766,Healthcare Facility 766,Jhansi,Hospital,135
F00767,Healthcare Facility 767,Delhi,Clinic,240
F00768,Healthcare Facility 768,Morena,Diagnostic Center,414
F00769,Healthcare Facility 769,Jaipur,Diagnostic Center,376
F00770,Healthcare Facility 770,Agra,Diagnostic Center,69
F00771,Healthcare Facility 771,Gwalior,Diagnostic Center,346
F00772,Healthcare Facility 772,Indore,Hospital,438
F00773,Healthcare Facility 773,Bhopal,Specialty Center,497
F00774,Healthcare Facility 774,Gwalior,Specialty Center,355
F00775,Healthcare Facility 775,Bhopal,Clinic,98
F00776,Healthcare Facility 776,Jhansi,Diagnostic Center,39
F00777,Healthcare Facility 777,Jaipur,Hospital,431
F00778,Healthcare Facility 778,Agra,Hospital,398
F00779,Healthcare Facility 779,Jhansi,Hospital,56
F00780,Healthcare Facility 780,Agra,Clinic,278
F00781,Healthcare Facility 781,Jhansi,Hospital,112
F00782,Healthcare Facility 782,Agra,Clinic,206
F00783,Healthcare Facility 783,Agra,Clinic,376
F00784,Healthcare Facility 784,Morena,Clinic,220
F00785,Healthcare Facility 785,Jhansi,Clinic,430
F00786,Healthcare Facility 786,Morena,Hospital,307
F00787,Healthcare Facility 787,Bhopal,Hospital,67
F00788,Healthcare Facility 788,Morena,Specialty Center,272
F00789,Healthcare Facility 789,Bhopal,Hospital,65
F00790,Healthcare Facility 790,Indore,Diagnostic Center,389
F00791,Healthcare Facility 791,Morena,Diagnostic Center,250
F00792,Healthcare Facility 792,Morena,Clinic,114
F00793,Healthcare Facility 793,Morena,Clinic,322
F00794,Healthcare Facility 794,Indore,Clinic,237
F00795,Healthcare Facility 795,Delhi,Specialty Center,59
F00796,Healthcare Facility 796,Indore,Clinic,406
F00797,Healthcare Facility 797,Agra,Specialty Center,222
F00798,Healthcare Facility 798,Indore,Clinic,135
F00799,Healthcare Facility 799,Delhi,Diagnostic Center,432
F00800,Healthcare Facility 800,Morena,Clinic,110
F00801,Healthcare Facility 801,Morena,Hospital,77
F00802,Healthcare Facility 802,Delhi,Clinic,453
F00803,Healthcare Facility 803,Jhansi,Hospital,29
F00804,Healthcare Facility 804,Jaipur,Hospital,275
F00805,Healthcare Facility 805,Bhopal,Hospital,336
F00806,Healthcare Facility 806,Agra,Hospital,268
F00807,Healthcare Facility 807,Indore,Specialty Center,386
F00808,Healthcare Facility 808,Bhopal,Specialty Center,396
F00809,Healthcare Facility 809,Jhansi,Clinic,336
F00810,Healthcare Facility 810,Jaipur,Clinic,426
F00811,Healthcare Facility 811,Agra,Specialty Center,25
F00812,Healthcare Facility 812,Gwalior,Clinic,350
F00813,Healthcare Facility 813,Agra,Clinic,207
F00814,Healthcare Facility 814,Indore,Specialty Center,254
F00815,Healthcare Facility 815,Bhopal,Specialty Center,390
F00816,Healthcare Facility 816,Agra,Clinic,430
F00817,Healthcare Facility 817,Gwalior,Specialty Center,202
F00818,Healthcare Facility 818,Gwalior,Diagnostic Center,306
F00819,Healthcare Facility 819,Morena,Hospital,142
F00820,Healthcare Facility 820,Indore,Hospital,177
F00821,Healthcare Facility 821,Gwalior,Diagnostic Center,342
F00822,Healthcare Facility 822,Delhi,Diagnostic Center,32
F00823,Healthcare Facility 823,Bhopal,Clinic,334
F00824,Healthcare Facility 824,Delhi,Clinic,73
F00825,Healthcare Facility 825,Jaipur,Hospital,379
F00826,Healthcare Facility 826,Delhi,Clinic,296
F00827,Healthcare Facility 827,Bhopal,Hospital,62
F00828,Healthcare Facility 828,Jhansi,Clinic,286
F00829,Healthcare Facility 829,Jaipur,Clinic,128
F00830,Healthcare Facility 830,Delhi,Hospital,342
F00831,Healthcare Facility 831,Jhansi,Diagnostic Center,185
F00832,Healthcare Facility 832,Delhi,Diagnostic Center,370
F00833,Healthcare Facility 833,Indore,Clinic,427
F00834,Healthcare Facility 834,Jaipur,Diagnostic Center,125
F00835,Healthcare Facility 835,Delhi,Clinic,70
F00836,Healthcare Facility 836,Gwalior,Specialty Center,223
F00837,Healthcare Facility 837,Jhansi,Specialty Center,464
F00838,Healthcare Facility 838,Bhopal,Specialty Center,321
F00839,Healthcare Facility 839,Bhopal,Diagnostic Center,62
F00840,Healthcare Facility 840,Bhopal,Diagnostic Center,302
F00841,Healthcare Facility 841,Delhi,Hospital,104
F00842,Healthcare Facility 842,Gwalior,Diagnostic Center,236
F00843,Healthcare Facility 843,Bhopal,Clinic,177
F00844,Healthcare Facility 844,Agra,Hospital,369
F00845,Healthcare Facility 845,Bhopal,Diagnostic Center,146
F00846,Healthcare Facility 846,Morena,Hospital,210
F00847,Healthcare Facility 847,Agra,Diagnostic Center,285
F00848,Healthcare Facility 848,Bhopal,Clinic,406
F00849,Healthcare Facility 849,Delhi,Specialty Center,480
F00850,Healthcare Facility 850,Jhansi,Specialty Center,79
F00851,Healthcare Facility 851,Bhopal,Clinic,302
F00852,Healthcare Facility 852,Gwalior,Hospital,485
F00853,Healthcare Facility 853,Gwalior,Specialty Center,398
F00854,Healthcare Facility 854,Bhopal,Diagnostic Center,448
F00855,Healthcare Facility 855,Indore,Diagnostic Center,81
F00856,Healthcare Facility 856,Delhi,Hospital,427
F00857,Healthcare Facility 857,Delhi,Hospital,321
F00858,Healthcare Facility 858,Delhi,Clinic,145
F00859,Healthcare Facility 859,Bhopal,Specialty Center,481
F00860,Healthcare Facility 860,Jhansi,Hospital,191
F00861,Healthcare Facility 861,Bhopal,Specialty Center,82
F00862,Healthcare Facility 862,Morena,Specialty Center,279
F00863,Healthcare Facility 863,Gwalior,Diagnostic Center,35
F00864,Healthcare Facility 864,Indore,Hospital,198
F00865,Healthcare Facility 865,Agra,Clinic,349
F00866,Healthcare Facility 866,Agra,Hospital,387
F00867,Healthcare Facility 867,Jhansi,Specialty Center,120
F00868,Healthcare Facility 868,Gwalior,Diagnostic Center,494
F00869,Healthcare Facility 869,Jaipur,Hospital,195
F00870,Healthcare Facility 870,Morena,Hospital,212
F00871,Healthcare Facility 871,Gwalior,Hospital,472
F00872,Healthcare Facility 872,Morena,Clinic,480
F00873,Healthcare Facility 873,Jaipur,Clinic,320
F00874,Healthcare Facility 874,Morena,Clinic,406
F00875,Healthcare Facility 875,Delhi,Clinic,292
F00876,Healthcare Facility 876,Gwalior,Diagnostic Center,486
F00877,Healthcare Facility 877,Agra,Diagnostic Center,440
F00878,Healthcare Facility 878,Bhopal,Clinic,280
F00879,Healthcare Facility 879,Jaipur,Specialty Center,194
F00880,Healthcare Facility 880,Jaipur,Clinic,253
F00881,Healthcare Facility 881,Bhopal,Clinic,319
F00882,Healthcare Facility 882,Gwalior,Specialty Center,235
F00883,Healthcare Facility 883,Indore,Hospital,436
F00884,Healthcare Facility 884,Bhopal,Specialty Center,266
F00885,Healthcare Facility 885,Morena,Specialty Center,40
F00886,Healthcare Facility 886,Bhopal,Diagnostic Center,470
F00887,Healthcare Facility 887,Morena,Hospital,343
F00888,Healthcare Facility 888,Morena,Specialty Center,262
F00889,Healthcare Facility 889,Agra,Clinic,307
F00890,Healthcare Facility 890,Bhopal,Specialty Center,299
F00891,Healthcare Facility 891,Indore,Diagnostic Center,263
F00892,Healthcare Facility 892,Agra,Specialty Center,182
F00893,Healthcare Facility 893,Indore,Clinic,165
F00894,Healthcare Facility 894,Bhopal,Hospital,86
F00895,Healthcare Facility 895,Indore,Diagnostic Center,122
F00896,Healthcare Facility 896,Morena,Hospital,329
F00897,Healthcare Facility 897,Indore,Diagnostic Center,429
F00898,Healthcare Facility 898,Bhopal,Clinic,463
F00899,Healthcare Facility 899,Jaipur,Diagnostic Center,144
F00900,Healthcare Facility 900,Jaipur,Hospital,136
F00901,Healthcare Facility 901,Agra,Hospital,491
F00902,Healthcare Facility 902,Jhansi,Specialty Center,270
F00903,Healthcare Facility 903,Delhi,Hospital,340
F00904,Healthcare Facility 904,Jaipur,Specialty Center,454
F00905,Healthcare Facility 905,Indore,Hospital,389
F00906,Healthcare Facility 906,Agra,Specialty Center,245
F00907,Healthcare Facility 907,Indore,Clinic,207
F00908,Healthcare Facility 908,Delhi,Specialty Center,206
F00909,Healthcare Facility 909,Gwalior,Hospital,95
F00910,Healthcare Facility 910,Agra,Clinic,292
F00911,Healthcare Facility 911,Jaipur,Diagnostic Center,488
F00912,Healthcare Facility 912,Jaipur,Hospital,168
F00913,Healthcare Facility 913,Bhopal,Specialty Center,214
F00914,Healthcare Facility 914,Delhi,Diagnostic Center,383
F00915,Healthcare Facility 915,Jaipur,Specialty Center,303
F00916,Healthcare Facility 916,Bhopal,Diagnostic Center,492
F00917,Healthcare Facility 917,Delhi,Clinic,63
F00918,Healthcare Facility 918,Agra,Hospital,473
F00919,Healthcare Facility 919,Agra,Clinic,465
F00920,Healthcare Facility 920,Bhopal,Hospital,189
F00921,Healthcare Facility 921,Agra,Diagnostic Center,113
F00922,Healthcare Facility 922,Bhopal,Clinic,243
F00923,Healthcare Facility 923,Morena,Hospital,297
F00924,Healthcare Facility 924,Indore,Diagnostic Center,57
F00925,Healthcare Facility 925,Delhi,Clinic,289
F00926,Healthcare Facility 926,Bhopal,Clinic,254
F00927,Healthcare Facility 927,Delhi,Clinic,130
F00928,Healthcare Facility 928,Jhansi,Clinic,397
F00929,Healthcare Facility 929,Morena,Specialty Center,429
F00930,Healthcare Facility 930,Delhi,Diagnostic Center,187
F00931,Healthcare Facility 931,Bhopal,Specialty Center,73
F00932,Healthcare Facility 932,Indore,Diagnostic Center,416
F00933,Healthcare Facility 933,Indore,Diagnostic Center,146
F00934,Healthcare Facility 934,Agra,Diagnostic Center,497
F00935,Healthcare Facility 935,Indore,Hospital,294
F00936,Healthcare Facility 936,Indore,Diagnostic Center,61
F00937,Healthcare Facility 937,Jhansi,Clinic,60
F00938,Healthcare Facility 938,Delhi,Specialty Center,69
F00939,Healthcare Facility 939,Delhi,Clinic,406
F00940,Healthcare Facility 940,Jaipur,Clinic,178
F00941,Healthcare Facility 941,Jaipur,Specialty Center,351
F00942,Healthcare Facility 942,Morena,Clinic,418
F00943,Healthcare Facility 943,Gwalior,Hospital,201
F00944,Healthcare Facility 944,Indore,Clinic,200
F00945,Healthcare Facility 945,Agra,Clinic,448
F00946,Healthcare Facility 946,Indore,Specialty Center,185
F00947,Healthcare Facility 947,Bhopal,Clinic,251
F00948,Healthcare Facility 948,Morena,Specialty Center,225
F00949,Healthcare Facility 949,Bhopal,Diagnostic Center,374
F00950,Healthcare Facility 950,Bhopal,Diagnostic Center,483
F00951,Healthcare Facility 951,Delhi,Hospital,69
F00952,Healthcare Facility 952,Morena,Specialty Center,427
F00953,Healthcare Facility 953,Morena,Specialty Center,420
F00954,Healthcare Facility 954,Jaipur,Specialty Center,165
F00955,Healthcare Facility 955,Jhansi,Hospital,317
F00956,Healthcare Facility 956,Agra,Hospital,164
F00957,Healthcare Facility 957,Gwalior,Clinic,35
F00958,Healthcare Facility 958,Bhopal,Specialty Center,104
F00959,Healthcare Facility 959,Indore,Hospital,235
F00960,Healthcare Facility 960,Agra,Diagnostic Center,71
F00961,Healthcare Facility 961,Indore,Diagnostic Center,55
F00962,Healthcare Facility 962,Jaipur,Specialty Center,126
F00963,Healthcare Facility 963,Jhansi,Diagnostic Center,238
F00964,Healthcare Facility 964,Jhansi,Clinic,442
F00965,Healthcare Facility 965,Agra,Clinic,356
F00966,Healthcare Facility 966,Bhopal,Specialty Center,428
F00967,Healthcare Facility 967,Delhi,Hospital,390
F00968,Healthcare Facility 968,Delhi,Hospital,317
F00969,Healthcare Facility 969,Bhopal,Hospital,273
F00970,Healthcare Facility 970,Jaipur,Hospital,424
F00971,Healthcare Facility 971,Jaipur,Specialty Center,87
F00972,Healthcare Facility 972,Morena,Clinic,492
F00973,Healthcare Facility 973,Gwalior,Specialty Center,206
F00974,Healthcare Facility 974,Indore,Specialty Center,143
F00975,Healthcare Facility 975,Delhi,Diagnostic Center,49
F00976,Healthcare Facility 976,Gwalior,Clinic,204
F00977,Healthcare Facility 977,Agra,Hospital,308
F00978,Healthcare Facility 978,Indore,Clinic,378
